id,port_id,date,congestion_score,data_provenance
635,1,2026-06-06,55.56,SIMULATED
636,1,2026-06-07,48.93,SIMULATED
637,1,2026-06-08,49.12,SIMULATED
638,1,2026-06-09,48.86,SIMULATED
639,1,2026-06-10,54.73,SIMULATED
640,1,2026-06-11,56.14,SIMULATED
641,1,2026-06-12,57.37,SIMULATED
642,1,2026-06-13,53.78,SIMULATED
643,1,2026-06-14,54.74,SIMULATED
644,1,2026-06-15,51.89,SIMULATED
645,1,2026-06-16,55.22,SIMULATED
646,1,2026-06-17,54.5,SIMULATED
647,1,2026-06-18,51.66,SIMULATED
648,1,2026-06-19,45.99,SIMULATED
649,1,2026-06-20,48.45,SIMULATED
650,1,2026-06-21,52.82,SIMULATED
651,1,2026-06-22,48.92,SIMULATED
652,1,2026-06-23,46.8,SIMULATED
653,1,2026-06-24,43.88,SIMULATED
654,1,2026-06-25,46.71,SIMULATED
655,1,2026-06-26,44.78,SIMULATED
656,1,2026-06-27,52.49,SIMULATED
657,1,2026-06-28,50.91,SIMULATED
658,1,2026-06-29,53.47,SIMULATED
659,1,2026-06-30,55.85,SIMULATED
660,1,2026-07-01,60.06,SIMULATED
661,1,2026-07-02,58.17,SIMULATED
662,1,2026-07-03,55.42,SIMULATED
663,1,2026-07-04,56.04,SIMULATED
664,1,2026-07-05,60.16,SIMULATED
665,1,2026-07-06,55.24,SIMULATED
666,1,2026-07-07,47.55,SIMULATED
667,1,2026-07-08,44.71,SIMULATED
668,1,2026-07-09,51.06,SIMULATED
669,1,2026-07-10,48.63,SIMULATED
670,1,2026-07-11,43.72,SIMULATED
671,1,2026-07-12,43.14,SIMULATED
672,1,2026-07-13,47.6,SIMULATED
673,1,2026-07-14,47.78,SIMULATED
674,1,2026-07-15,46.59,SIMULATED
675,1,2026-07-16,50.19,SIMULATED
676,1,2026-07-17,51.04,SIMULATED
677,1,2026-07-18,49.78,SIMULATED
678,1,2026-07-19,49.75,SIMULATED
679,1,2026-07-20,54.73,SIMULATED
680,1,2026-07-21,53.29,SIMULATED
681,1,2026-07-22,53.89,SIMULATED
682,1,2026-07-23,58.24,SIMULATED
683,1,2026-07-24,57.24,SIMULATED
684,1,2026-07-25,58.12,SIMULATED
685,1,2026-07-26,56.94,SIMULATED
686,1,2026-07-27,52.22,SIMULATED
687,1,2026-07-28,50.39,SIMULATED
688,1,2026-07-29,49.45,SIMULATED
689,1,2026-07-30,50.76,SIMULATED
690,1,2026-07-31,51.91,SIMULATED
691,1,2026-08-01,52.75,SIMULATED
692,1,2026-08-02,56.41,SIMULATED
693,1,2026-08-03,52.75,SIMULATED
694,1,2026-08-04,53.09,SIMULATED
695,1,2026-08-05,52.51,SIMULATED
696,1,2026-08-06,55.36,SIMULATED
697,1,2026-08-07,51.94,SIMULATED
698,1,2026-08-08,50.86,SIMULATED
699,1,2026-08-09,40.21,SIMULATED
700,1,2026-08-10,41.66,SIMULATED
701,1,2026-08-11,39.32,SIMULATED
702,1,2026-08-12,47.8,SIMULATED
703,1,2026-08-13,46.56,SIMULATED
704,1,2026-08-14,41.83,SIMULATED
705,1,2026-08-15,36.65,SIMULATED
706,1,2026-08-16,41.97,SIMULATED
707,1,2026-08-17,47.01,SIMULATED
708,1,2026-08-18,49.78,SIMULATED
709,1,2026-08-19,50.02,SIMULATED
710,1,2026-08-20,47.62,SIMULATED
711,1,2026-08-21,45.67,SIMULATED
712,1,2026-08-22,51.68,SIMULATED
713,1,2026-08-23,53.95,SIMULATED
714,1,2026-08-24,55.49,SIMULATED
715,1,2026-08-25,61.27,SIMULATED
716,1,2026-08-26,58.14,SIMULATED
717,1,2026-08-27,51.17,SIMULATED
718,1,2026-08-28,55.86,SIMULATED
719,1,2026-08-29,63.59,SIMULATED
720,1,2026-08-30,55.79,SIMULATED
721,1,2026-08-31,54.54,SIMULATED
722,1,2026-09-01,54.19,SIMULATED
723,1,2026-09-02,45.98,SIMULATED
724,1,2026-09-03,49.09,SIMULATED
725,1,2026-09-04,49.96,SIMULATED
726,1,2026-09-05,50.14,SIMULATED
727,1,2026-09-06,52.44,SIMULATED
728,1,2026-09-07,51.83,SIMULATED
729,1,2026-09-08,49.55,SIMULATED
730,1,2026-09-09,48.17,SIMULATED
731,1,2026-09-10,49.77,SIMULATED
732,2,2024-09-10,46.83,SIMULATED
733,2,2024-09-11,42.1,SIMULATED
734,2,2024-09-12,42.76,SIMULATED
735,2,2024-09-13,41.87,SIMULATED
736,2,2024-09-14,46.2,SIMULATED
737,2,2024-09-15,39.64,SIMULATED
738,2,2024-09-16,41.74,SIMULATED
739,2,2024-09-17,46.56,SIMULATED
740,2,2024-09-18,45.47,SIMULATED
741,2,2024-09-19,45.89,SIMULATED
742,2,2024-09-20,46.36,SIMULATED
743,2,2024-09-21,52.3,SIMULATED
744,2,2024-09-22,53.34,SIMULATED
745,2,2024-09-23,45.8,SIMULATED
746,2,2024-09-24,49.32,SIMULATED
747,2,2024-09-25,54.84,SIMULATED
748,2,2024-09-26,49.55,SIMULATED
749,2,2024-09-27,47.94,SIMULATED
750,2,2024-09-28,48.55,SIMULATED
751,2,2024-09-29,50.05,SIMULATED
752,2,2024-09-30,49.53,SIMULATED
753,2,2024-10-01,52.75,SIMULATED
754,2,2024-10-02,52.16,SIMULATED
755,2,2024-10-03,49.0,SIMULATED
756,2,2024-10-04,46.71,SIMULATED
757,2,2024-10-05,48.05,SIMULATED
758,2,2024-10-06,52.12,SIMULATED
759,2,2024-10-07,54.71,SIMULATED
760,2,2024-10-08,49.48,SIMULATED
761,2,2024-10-09,54.69,SIMULATED
762,2,2024-10-10,58.41,SIMULATED
763,2,2024-10-11,56.64,SIMULATED
764,2,2024-10-12,57.7,SIMULATED
765,2,2024-10-13,54.45,SIMULATED
766,2,2024-10-14,47.91,SIMULATED
767,2,2024-10-15,48.85,SIMULATED
768,2,2024-10-16,55.04,SIMULATED
769,2,2024-10-17,58.06,SIMULATED
770,2,2024-10-18,55.43,SIMULATED
771,2,2024-10-19,57.01,SIMULATED
772,2,2024-10-20,63.69,SIMULATED
773,2,2024-10-21,64.9,SIMULATED
774,2,2024-10-22,69.4,SIMULATED
775,2,2024-10-23,70.7,SIMULATED
776,2,2024-10-24,71.47,SIMULATED
777,2,2024-10-25,60.59,SIMULATED
778,2,2024-10-26,60.19,SIMULATED
779,2,2024-10-27,56.62,SIMULATED
780,2,2024-10-28,57.46,SIMULATED
781,2,2024-10-29,58.23,SIMULATED
782,2,2024-10-30,56.32,SIMULATED
783,2,2024-10-31,55.25,SIMULATED
784,2,2024-11-01,54.7,SIMULATED
785,2,2024-11-02,62.72,SIMULATED
786,2,2024-11-03,65.2,SIMULATED
787,2,2024-11-04,63.11,SIMULATED
788,2,2024-11-05,59.66,SIMULATED
789,2,2024-11-06,62.29,SIMULATED
790,2,2024-11-07,58.38,SIMULATED
791,2,2024-11-08,53.28,SIMULATED
792,2,2024-11-09,54.53,SIMULATED
793,2,2024-11-10,66.12,SIMULATED
794,2,2024-11-11,65.39,SIMULATED
795,2,2024-11-12,69.8,SIMULATED
796,2,2024-11-13,69.53,SIMULATED
797,2,2024-11-14,62.39,SIMULATED
798,2,2024-11-15,60.19,SIMULATED
799,2,2024-11-16,61.92,SIMULATED
800,2,2024-11-17,64.89,SIMULATED
801,2,2024-11-18,68.2,SIMULATED
802,2,2024-11-19,62.97,SIMULATED
803,2,2024-11-20,77.01,SIMULATED
804,2,2024-11-21,70.58,SIMULATED
805,2,2024-11-22,62.69,SIMULATED
806,2,2024-11-23,60.07,SIMULATED
807,2,2024-11-24,63.32,SIMULATED
808,2,2024-11-25,63.5,SIMULATED
809,2,2024-11-26,67.18,SIMULATED
810,2,2024-11-27,72.62,SIMULATED
811,2,2024-11-28,72.05,SIMULATED
812,2,2024-11-29,82.51,SIMULATED
813,2,2024-11-30,73.33,SIMULATED
814,2,2024-12-01,71.26,SIMULATED
815,2,2024-12-02,65.25,SIMULATED
816,2,2024-12-03,63.03,SIMULATED
817,2,2024-12-04,63.33,SIMULATED
818,2,2024-12-05,61.4,SIMULATED
819,2,2024-12-06,61.17,SIMULATED
820,2,2024-12-07,59.47,SIMULATED
821,2,2024-12-08,61.82,SIMULATED
822,2,2024-12-09,59.18,SIMULATED
823,2,2024-12-10,52.72,SIMULATED
824,2,2024-12-11,47.39,SIMULATED
825,2,2024-12-12,40.08,SIMULATED
826,2,2024-12-13,38.39,SIMULATED
827,2,2024-12-14,35.45,SIMULATED
828,2,2024-12-15,37.81,SIMULATED
829,2,2024-12-16,36.72,SIMULATED
830,2,2024-12-17,32.42,SIMULATED
831,2,2024-12-18,25.21,SIMULATED
832,2,2024-12-19,33.8,SIMULATED
833,2,2024-12-20,28.89,SIMULATED
834,2,2024-12-21,31.66,SIMULATED
835,2,2024-12-22,39.01,SIMULATED
836,2,2024-12-23,38.68,SIMULATED
837,2,2024-12-24,39.69,SIMULATED
838,2,2024-12-25,38.17,SIMULATED
839,2,2024-12-26,35.53,SIMULATED
840,2,2024-12-27,35.79,SIMULATED
841,2,2024-12-28,33.57,SIMULATED
842,2,2024-12-29,34.68,SIMULATED
843,2,2024-12-30,37.78,SIMULATED
844,2,2024-12-31,39.2,SIMULATED
845,2,2025-01-01,42.67,SIMULATED
846,2,2025-01-02,40.44,SIMULATED
847,2,2025-01-03,39.55,SIMULATED
848,2,2025-01-04,42.56,SIMULATED
849,2,2025-01-05,38.77,SIMULATED
850,2,2025-01-06,31.55,SIMULATED
851,2,2025-01-07,32.86,SIMULATED
852,2,2025-01-08,34.4,SIMULATED
853,2,2025-01-09,33.93,SIMULATED
854,2,2025-01-10,37.02,SIMULATED
855,2,2025-01-11,34.86,SIMULATED
856,2,2025-01-12,34.63,SIMULATED
857,2,2025-01-13,34.22,SIMULATED
858,2,2025-01-14,39.59,SIMULATED
859,2,2025-01-15,41.38,SIMULATED
860,2,2025-01-16,41.58,SIMULATED
861,2,2025-01-17,37.05,SIMULATED
862,2,2025-01-18,34.75,SIMULATED
863,2,2025-01-19,41.75,SIMULATED
864,2,2025-01-20,38.85,SIMULATED
865,2,2025-01-21,30.83,SIMULATED
866,2,2025-01-22,27.21,SIMULATED
867,2,2025-01-23,30.45,SIMULATED
868,2,2025-01-24,34.0,SIMULATED
869,2,2025-01-25,39.25,SIMULATED
870,2,2025-01-26,36.73,SIMULATED
871,2,2025-01-27,32.43,SIMULATED
872,2,2025-01-28,24.1,SIMULATED
873,2,2025-01-29,17.2,SIMULATED
874,2,2025-01-30,21.14,SIMULATED
875,2,2025-01-31,25.93,SIMULATED
876,2,2025-02-01,29.07,SIMULATED
877,2,2025-02-02,22.85,SIMULATED
878,2,2025-02-03,26.06,SIMULATED
879,2,2025-02-04,20.5,SIMULATED
880,2,2025-02-05,15.69,SIMULATED
881,2,2025-02-06,21.55,SIMULATED
882,2,2025-02-07,26.23,SIMULATED
883,2,2025-02-08,33.84,SIMULATED
884,2,2025-02-09,29.97,SIMULATED
885,2,2025-02-10,29.37,SIMULATED
886,2,2025-02-11,25.82,SIMULATED
887,2,2025-02-12,30.5,SIMULATED
888,2,2025-02-13,23.24,SIMULATED
889,2,2025-02-14,26.56,SIMULATED
890,2,2025-02-15,26.97,SIMULATED
891,2,2025-02-16,17.82,SIMULATED
892,2,2025-02-17,15.46,SIMULATED
893,2,2025-02-18,17.35,SIMULATED
894,2,2025-02-19,27.42,SIMULATED
895,2,2025-02-20,25.65,SIMULATED
896,2,2025-02-21,21.69,SIMULATED
897,2,2025-02-22,23.56,SIMULATED
898,2,2025-02-23,26.39,SIMULATED
899,2,2025-02-24,23.0,SIMULATED
900,2,2025-02-25,20.55,SIMULATED
901,2,2025-02-26,21.28,SIMULATED
902,2,2025-02-27,22.87,SIMULATED
903,2,2025-02-28,26.28,SIMULATED
904,2,2025-03-01,38.14,SIMULATED
905,2,2025-03-02,41.39,SIMULATED
906,2,2025-03-03,40.69,SIMULATED
907,2,2025-03-04,39.47,SIMULATED
908,2,2025-03-05,38.75,SIMULATED
909,2,2025-03-06,39.24,SIMULATED
910,2,2025-03-07,40.59,SIMULATED
911,2,2025-03-08,36.12,SIMULATED
912,2,2025-03-09,37.66,SIMULATED
913,2,2025-03-10,38.0,SIMULATED
914,2,2025-03-11,36.32,SIMULATED
915,2,2025-03-12,38.97,SIMULATED
916,2,2025-03-13,37.7,SIMULATED
917,2,2025-03-14,31.47,SIMULATED
918,2,2025-03-15,27.24,SIMULATED
919,2,2025-03-16,29.13,SIMULATED
920,2,2025-03-17,31.53,SIMULATED
921,2,2025-03-18,38.66,SIMULATED
922,2,2025-03-19,41.09,SIMULATED
923,2,2025-03-20,40.23,SIMULATED
924,2,2025-03-21,39.36,SIMULATED
925,2,2025-03-22,41.49,SIMULATED
926,2,2025-03-23,44.36,SIMULATED
927,2,2025-03-24,39.57,SIMULATED
928,2,2025-03-25,35.67,SIMULATED
929,2,2025-03-26,33.3,SIMULATED
930,2,2025-03-27,29.95,SIMULATED
931,2,2025-03-28,28.44,SIMULATED
932,2,2025-03-29,34.93,SIMULATED
933,2,2025-03-30,32.2,SIMULATED
934,2,2025-03-31,33.31,SIMULATED
935,2,2025-04-01,32.01,SIMULATED
936,2,2025-04-02,38.89,SIMULATED
937,2,2025-04-03,44.41,SIMULATED
938,2,2025-04-04,48.87,SIMULATED
939,2,2025-04-05,55.79,SIMULATED
940,2,2025-04-06,58.55,SIMULATED
941,2,2025-04-07,55.68,SIMULATED
942,2,2025-04-08,62.86,SIMULATED
943,2,2025-04-09,64.08,SIMULATED
944,2,2025-04-10,66.48,SIMULATED
945,2,2025-04-11,73.19,SIMULATED
946,2,2025-04-12,65.59,SIMULATED
947,2,2025-04-13,68.3,SIMULATED
948,2,2025-04-14,63.94,SIMULATED
949,2,2025-04-15,63.51,SIMULATED
950,2,2025-04-16,59.87,SIMULATED
951,2,2025-04-17,56.93,SIMULATED
952,2,2025-04-18,60.99,SIMULATED
953,2,2025-04-19,62.28,SIMULATED
954,2,2025-04-20,57.94,SIMULATED
955,2,2025-04-21,58.16,SIMULATED
956,2,2025-04-22,53.41,SIMULATED
957,2,2025-04-23,59.21,SIMULATED
958,2,2025-04-24,53.62,SIMULATED
959,2,2025-04-25,50.33,SIMULATED
960,2,2025-04-26,57.12,SIMULATED
961,2,2025-04-27,60.73,SIMULATED
962,2,2025-04-28,61.45,SIMULATED
963,2,2025-04-29,53.73,SIMULATED
964,2,2025-04-30,50.08,SIMULATED
965,2,2025-05-01,56.68,SIMULATED
966,2,2025-05-02,56.25,SIMULATED
967,2,2025-05-03,56.64,SIMULATED
968,2,2025-05-04,60.14,SIMULATED
969,2,2025-05-05,66.89,SIMULATED
970,2,2025-05-06,63.35,SIMULATED
971,2,2025-05-07,55.99,SIMULATED
972,2,2025-05-08,56.8,SIMULATED
973,2,2025-05-09,60.51,SIMULATED
974,2,2025-05-10,65.56,SIMULATED
975,2,2025-05-11,63.89,SIMULATED
976,2,2025-05-12,63.19,SIMULATED
977,2,2025-05-13,60.93,SIMULATED
978,2,2025-05-14,55.98,SIMULATED
979,2,2025-05-15,59.0,SIMULATED
980,2,2025-05-16,58.85,SIMULATED
981,2,2025-05-17,56.32,SIMULATED
982,2,2025-05-18,54.22,SIMULATED
983,2,2025-05-19,53.35,SIMULATED
984,2,2025-05-20,50.19,SIMULATED
985,2,2025-05-21,51.89,SIMULATED
986,2,2025-05-22,52.56,SIMULATED
987,2,2025-05-23,58.71,SIMULATED
988,2,2025-05-24,79.67,SIMULATED
989,2,2025-05-25,74.29,SIMULATED
990,2,2025-05-26,73.46,SIMULATED
991,2,2025-05-27,77.65,SIMULATED
992,2,2025-05-28,68.31,SIMULATED
993,2,2025-05-29,68.44,SIMULATED
994,2,2025-05-30,67.01,SIMULATED
995,2,2025-05-31,80.95,SIMULATED
996,2,2025-06-01,74.57,SIMULATED
997,2,2025-06-02,69.07,SIMULATED
998,2,2025-06-03,67.62,SIMULATED
999,2,2025-06-04,70.0,SIMULATED
1000,2,2025-06-05,68.09,SIMULATED
1001,2,2025-06-06,67.79,SIMULATED
1002,2,2025-06-07,63.36,SIMULATED
1003,2,2025-06-08,63.99,SIMULATED
1004,2,2025-06-09,55.59,SIMULATED
1005,2,2025-06-10,61.08,SIMULATED
1006,2,2025-06-11,64.99,SIMULATED
1007,2,2025-06-12,69.67,SIMULATED
1008,2,2025-06-13,62.07,SIMULATED
1009,2,2025-06-14,61.03,SIMULATED
1010,2,2025-06-15,57.55,SIMULATED
1011,2,2025-06-16,55.48,SIMULATED
1012,2,2025-06-17,48.37,SIMULATED
1013,2,2025-06-18,51.22,SIMULATED
1014,2,2025-06-19,56.77,SIMULATED
1015,2,2025-06-20,56.95,SIMULATED
1016,2,2025-06-21,61.42,SIMULATED
1017,2,2025-06-22,55.15,SIMULATED
1018,2,2025-06-23,53.71,SIMULATED
1019,2,2025-06-24,61.54,SIMULATED
1020,2,2025-06-25,59.79,SIMULATED
1021,2,2025-06-26,51.52,SIMULATED
1022,2,2025-06-27,53.41,SIMULATED
1023,2,2025-06-28,48.38,SIMULATED
1024,2,2025-06-29,49.66,SIMULATED
1025,2,2025-06-30,47.46,SIMULATED
1026,2,2025-07-01,42.65,SIMULATED
1027,2,2025-07-02,39.32,SIMULATED
1028,2,2025-07-03,43.7,SIMULATED
1029,2,2025-07-04,43.65,SIMULATED
1030,2,2025-07-05,42.27,SIMULATED
1031,2,2025-07-06,44.22,SIMULATED
1032,2,2025-07-07,48.24,SIMULATED
1033,2,2025-07-08,43.12,SIMULATED
1034,2,2025-07-09,42.63,SIMULATED
1035,2,2025-07-10,40.07,SIMULATED
1036,2,2025-07-11,45.7,SIMULATED
1037,2,2025-07-12,42.08,SIMULATED
1038,2,2025-07-13,43.74,SIMULATED
1039,2,2025-07-14,45.71,SIMULATED
1040,2,2025-07-15,43.36,SIMULATED
1041,2,2025-07-16,51.17,SIMULATED
1042,2,2025-07-17,47.98,SIMULATED
1043,2,2025-07-18,48.51,SIMULATED
1044,2,2025-07-19,45.82,SIMULATED
1045,2,2025-07-20,46.36,SIMULATED
1046,2,2025-07-21,41.99,SIMULATED
1047,2,2025-07-22,47.59,SIMULATED
1048,2,2025-07-23,47.32,SIMULATED
1049,2,2025-07-24,49.9,SIMULATED
1050,2,2025-07-25,50.57,SIMULATED
1051,2,2025-07-26,47.17,SIMULATED
1052,2,2025-07-27,54.4,SIMULATED
1053,2,2025-07-28,51.62,SIMULATED
1054,2,2025-07-29,48.68,SIMULATED
1055,2,2025-07-30,40.37,SIMULATED
1056,2,2025-07-31,37.54,SIMULATED
1057,2,2025-08-01,35.54,SIMULATED
1058,2,2025-08-02,34.92,SIMULATED
1059,2,2025-08-03,41.91,SIMULATED
1060,2,2025-08-04,39.27,SIMULATED
1061,2,2025-08-05,44.64,SIMULATED
1062,2,2025-08-06,42.26,SIMULATED
1063,2,2025-08-07,45.63,SIMULATED
1064,2,2025-08-08,40.5,SIMULATED
1065,2,2025-08-09,46.46,SIMULATED
1066,2,2025-08-10,44.24,SIMULATED
1067,2,2025-08-11,44.7,SIMULATED
1068,2,2025-08-12,44.37,SIMULATED
1069,2,2025-08-13,45.15,SIMULATED
1070,2,2025-08-14,43.7,SIMULATED
1071,2,2025-08-15,42.7,SIMULATED
1072,2,2025-08-16,41.04,SIMULATED
1073,2,2025-08-17,53.18,SIMULATED
1074,2,2025-08-18,56.22,SIMULATED
1075,2,2025-08-19,55.05,SIMULATED
1076,2,2025-08-20,48.43,SIMULATED
1077,2,2025-08-21,46.63,SIMULATED
1078,2,2025-08-22,42.74,SIMULATED
1079,2,2025-08-23,41.42,SIMULATED
1080,2,2025-08-24,41.06,SIMULATED
1081,2,2025-08-25,47.36,SIMULATED
1082,2,2025-08-26,52.62,SIMULATED
1083,2,2025-08-27,59.09,SIMULATED
1084,2,2025-08-28,57.31,SIMULATED
1085,2,2025-08-29,54.06,SIMULATED
1086,2,2025-08-30,55.33,SIMULATED
1087,2,2025-08-31,58.2,SIMULATED
1088,2,2025-09-01,58.06,SIMULATED
1089,2,2025-09-02,53.63,SIMULATED
1090,2,2025-09-03,52.14,SIMULATED
1091,2,2025-09-04,44.0,SIMULATED
1092,2,2025-09-05,40.59,SIMULATED
1093,2,2025-09-06,41.8,SIMULATED
1094,2,2025-09-07,44.93,SIMULATED
1095,2,2025-09-08,42.58,SIMULATED
1096,2,2025-09-09,50.42,SIMULATED
1097,2,2025-09-10,48.48,SIMULATED
1098,2,2025-09-11,48.2,SIMULATED
1099,2,2025-09-12,43.41,SIMULATED
1100,2,2025-09-13,49.51,SIMULATED
1101,2,2025-09-14,47.9,SIMULATED
1102,2,2025-09-15,40.4,SIMULATED
1103,2,2025-09-16,36.18,SIMULATED
1104,2,2025-09-17,38.42,SIMULATED
1105,2,2025-09-18,32.81,SIMULATED
1106,2,2025-09-19,30.36,SIMULATED
1107,2,2025-09-20,33.77,SIMULATED
1108,2,2025-09-21,34.61,SIMULATED
1109,2,2025-09-22,37.27,SIMULATED
1110,2,2025-09-23,34.61,SIMULATED
1111,2,2025-09-24,35.52,SIMULATED
1112,2,2025-09-25,36.43,SIMULATED
1113,2,2025-09-26,37.66,SIMULATED
1114,2,2025-09-27,41.45,SIMULATED
1115,2,2025-09-28,40.73,SIMULATED
1116,2,2025-09-29,39.6,SIMULATED
1117,2,2025-09-30,35.6,SIMULATED
1118,2,2025-10-01,35.94,SIMULATED
1119,2,2025-10-02,38.91,SIMULATED
1120,2,2025-10-03,40.51,SIMULATED
1121,2,2025-10-04,41.77,SIMULATED
1122,2,2025-10-05,40.81,SIMULATED
1123,2,2025-10-06,43.04,SIMULATED
1124,2,2025-10-07,49.57,SIMULATED
1125,2,2025-10-08,55.73,SIMULATED
1126,2,2025-10-09,54.39,SIMULATED
1127,2,2025-10-10,59.78,SIMULATED
1128,2,2025-10-11,62.77,SIMULATED
1129,2,2025-10-12,58.23,SIMULATED
1130,2,2025-10-13,60.79,SIMULATED
1131,2,2025-10-14,54.7,SIMULATED
1132,2,2025-10-15,59.06,SIMULATED
1133,2,2025-10-16,63.13,SIMULATED
1134,2,2025-10-17,58.99,SIMULATED
1135,2,2025-10-18,75.44,SIMULATED
1136,2,2025-10-19,79.23,SIMULATED
1137,2,2025-10-20,73.1,SIMULATED
1138,2,2025-10-21,71.81,SIMULATED
1139,2,2025-10-22,67.03,SIMULATED
1140,2,2025-10-23,66.91,SIMULATED
1141,2,2025-10-24,66.4,SIMULATED
1142,2,2025-10-25,62.28,SIMULATED
1143,2,2025-10-26,57.23,SIMULATED
1144,2,2025-10-27,54.9,SIMULATED
1145,2,2025-10-28,57.79,SIMULATED
1146,2,2025-10-29,57.82,SIMULATED
1147,2,2025-10-30,61.35,SIMULATED
1148,2,2025-10-31,62.21,SIMULATED
1149,2,2025-11-01,63.02,SIMULATED
1150,2,2025-11-02,58.83,SIMULATED
1151,2,2025-11-03,58.75,SIMULATED
1152,2,2025-11-04,55.56,SIMULATED
1153,2,2025-11-05,55.47,SIMULATED
1154,2,2025-11-06,50.17,SIMULATED
1155,2,2025-11-07,53.77,SIMULATED
1156,2,2025-11-08,47.57,SIMULATED
1157,2,2025-11-09,49.81,SIMULATED
1158,2,2025-11-10,51.09,SIMULATED
1159,2,2025-11-11,54.27,SIMULATED
1160,2,2025-11-12,56.42,SIMULATED
1161,2,2025-11-13,55.68,SIMULATED
1162,2,2025-11-14,59.42,SIMULATED
1163,2,2025-11-15,58.32,SIMULATED
1164,2,2025-11-16,61.32,SIMULATED
1165,2,2025-11-17,54.49,SIMULATED
1166,2,2025-11-18,54.64,SIMULATED
1167,2,2025-11-19,53.34,SIMULATED
1168,2,2025-11-20,54.09,SIMULATED
1169,2,2025-11-21,61.36,SIMULATED
1170,2,2025-11-22,63.31,SIMULATED
1171,2,2025-11-23,61.81,SIMULATED
1172,2,2025-11-24,60.6,SIMULATED
1173,2,2025-11-25,62.18,SIMULATED
1174,2,2025-11-26,63.63,SIMULATED
1175,2,2025-11-27,61.36,SIMULATED
1176,2,2025-11-28,66.3,SIMULATED
1177,2,2025-11-29,65.54,SIMULATED
1178,2,2025-11-30,65.39,SIMULATED
1179,2,2025-12-01,60.57,SIMULATED
1180,2,2025-12-02,48.02,SIMULATED
1181,2,2025-12-03,43.71,SIMULATED
1182,2,2025-12-04,37.54,SIMULATED
1183,2,2025-12-05,35.81,SIMULATED
1184,2,2025-12-06,34.63,SIMULATED
1185,2,2025-12-07,35.95,SIMULATED
1186,2,2025-12-08,36.48,SIMULATED
1187,2,2025-12-09,35.64,SIMULATED
1188,2,2025-12-10,37.01,SIMULATED
1189,2,2025-12-11,35.84,SIMULATED
1190,2,2025-12-12,35.54,SIMULATED
1191,2,2025-12-13,30.66,SIMULATED
1192,2,2025-12-14,31.42,SIMULATED
1193,2,2025-12-15,34.66,SIMULATED
1194,2,2025-12-16,36.11,SIMULATED
1195,2,2025-12-17,32.51,SIMULATED
1196,2,2025-12-18,33.6,SIMULATED
1197,2,2025-12-19,32.41,SIMULATED
1198,2,2025-12-20,36.7,SIMULATED
1199,2,2025-12-21,35.73,SIMULATED
1200,2,2025-12-22,33.55,SIMULATED
1201,2,2025-12-23,34.52,SIMULATED
1202,2,2025-12-24,32.53,SIMULATED
1203,2,2025-12-25,32.33,SIMULATED
1204,2,2025-12-26,38.98,SIMULATED
1205,2,2025-12-27,38.79,SIMULATED
1206,2,2025-12-28,37.45,SIMULATED
1207,2,2025-12-29,35.82,SIMULATED
1208,2,2025-12-30,27.84,SIMULATED
1209,2,2025-12-31,22.68,SIMULATED
1210,2,2026-01-01,22.36,SIMULATED
1211,2,2026-01-02,22.83,SIMULATED
1212,2,2026-01-03,23.54,SIMULATED
1213,2,2026-01-04,21.41,SIMULATED
1214,2,2026-01-05,28.34,SIMULATED
1215,2,2026-01-06,21.62,SIMULATED
1216,2,2026-01-07,22.55,SIMULATED
1217,2,2026-01-08,22.57,SIMULATED
1218,2,2026-01-09,22.98,SIMULATED
1219,2,2026-01-10,23.37,SIMULATED
1220,2,2026-01-11,24.34,SIMULATED
1221,2,2026-01-12,19.99,SIMULATED
1222,2,2026-01-13,15.81,SIMULATED
1223,2,2026-01-14,19.58,SIMULATED
1224,2,2026-01-15,28.02,SIMULATED
1225,2,2026-01-16,27.82,SIMULATED
1226,2,2026-01-17,30.42,SIMULATED
1227,2,2026-01-18,34.24,SIMULATED
1228,2,2026-01-19,32.56,SIMULATED
1229,2,2026-01-20,30.12,SIMULATED
1230,2,2026-01-21,31.74,SIMULATED
1231,2,2026-01-22,35.23,SIMULATED
1232,2,2026-01-23,30.47,SIMULATED
1233,2,2026-01-24,30.74,SIMULATED
1234,2,2026-01-25,35.78,SIMULATED
1235,2,2026-01-26,41.4,SIMULATED
1236,2,2026-01-27,41.71,SIMULATED
1237,2,2026-01-28,34.61,SIMULATED
1238,2,2026-01-29,35.15,SIMULATED
1239,2,2026-01-30,38.05,SIMULATED
1240,2,2026-01-31,43.55,SIMULATED
1241,2,2026-02-01,38.61,SIMULATED
1242,2,2026-02-02,41.04,SIMULATED
1243,2,2026-02-03,46.29,SIMULATED
1244,2,2026-02-04,49.98,SIMULATED
1245,2,2026-02-05,49.1,SIMULATED
1246,2,2026-02-06,46.39,SIMULATED
1247,2,2026-02-07,44.45,SIMULATED
1248,2,2026-02-08,35.48,SIMULATED
1249,2,2026-02-09,37.37,SIMULATED
1250,2,2026-02-10,41.47,SIMULATED
1251,2,2026-02-11,42.85,SIMULATED
1252,2,2026-02-12,38.76,SIMULATED
1253,2,2026-02-13,33.66,SIMULATED
1254,2,2026-02-14,35.55,SIMULATED
1255,2,2026-02-15,40.2,SIMULATED
1256,2,2026-02-16,34.11,SIMULATED
1257,2,2026-02-17,31.84,SIMULATED
