id,date,pair,value,data_provenance,source
254,2025-09-09,USD/INR,88.17,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
255,2025-09-10,USD/INR,88.12,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
256,2025-09-11,USD/INR,88.43,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
257,2025-09-12,USD/INR,88.27,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
258,2025-09-15,USD/INR,88.14,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
259,2025-09-16,USD/INR,88.05,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
260,2025-09-17,USD/INR,87.85,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
261,2025-09-18,USD/INR,88.11,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
262,2025-09-19,USD/INR,88.16,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
263,2025-09-22,USD/INR,88.28,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
264,2025-09-23,USD/INR,88.77,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
265,2025-09-24,USD/INR,88.7,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
266,2025-09-25,USD/INR,88.69,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
267,2025-09-26,USD/INR,88.72,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
268,2025-09-29,USD/INR,88.75,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
269,2025-09-30,USD/INR,88.79,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
270,2025-10-01,USD/INR,88.72,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
271,2025-10-02,USD/INR,88.72,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
272,2025-10-03,USD/INR,88.78,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
273,2025-10-06,USD/INR,88.78,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
274,2025-10-07,USD/INR,88.75,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
275,2025-10-08,USD/INR,88.76,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
276,2025-10-09,USD/INR,88.8,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
277,2025-10-10,USD/INR,88.71,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
278,2025-10-13,USD/INR,88.69,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
279,2025-10-14,USD/INR,88.79,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
280,2025-10-15,USD/INR,88.06,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
281,2025-10-16,USD/INR,87.93,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
282,2025-10-17,USD/INR,88.0,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
283,2025-10-20,USD/INR,87.9,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
284,2025-10-21,USD/INR,87.97,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
285,2025-10-22,USD/INR,88.42,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
286,2025-10-23,USD/INR,87.82,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
287,2025-10-24,USD/INR,87.81,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
288,2025-10-27,USD/INR,88.25,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
289,2025-10-28,USD/INR,88.31,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
290,2025-10-29,USD/INR,88.23,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
291,2025-10-30,USD/INR,88.72,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
292,2025-10-31,USD/INR,88.72,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
293,2025-11-03,USD/INR,88.77,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
294,2025-11-04,USD/INR,88.71,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
295,2025-11-05,USD/INR,88.64,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
296,2025-11-06,USD/INR,88.57,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
297,2025-11-07,USD/INR,88.68,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
298,2025-11-10,USD/INR,88.68,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
299,2025-11-11,USD/INR,88.49,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
300,2025-11-12,USD/INR,88.61,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
301,2025-11-13,USD/INR,88.69,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
302,2025-11-14,USD/INR,88.68,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
303,2025-11-17,USD/INR,88.61,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
304,2025-11-18,USD/INR,88.56,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
305,2025-11-19,USD/INR,88.5,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
306,2025-11-20,USD/INR,88.71,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
307,2025-11-21,USD/INR,89.64,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
308,2025-11-24,USD/INR,89.15,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
309,2025-11-25,USD/INR,89.2,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
310,2025-11-26,USD/INR,89.2,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
311,2025-11-27,USD/INR,89.4,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
312,2025-11-28,USD/INR,89.48,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
313,2025-12-01,USD/INR,89.54,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
314,2025-12-02,USD/INR,89.95,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
315,2025-12-03,USD/INR,90.17,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
316,2025-12-04,USD/INR,89.87,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
317,2025-12-05,USD/INR,89.94,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
318,2025-12-08,USD/INR,90.04,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
319,2025-12-09,USD/INR,89.84,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
320,2025-12-10,USD/INR,89.91,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
321,2025-12-11,USD/INR,90.32,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
322,2025-12-12,USD/INR,90.53,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
323,2025-12-15,USD/INR,90.74,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
324,2025-12-16,USD/INR,90.92,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
325,2025-12-17,USD/INR,90.37,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
326,2025-12-18,USD/INR,90.26,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
327,2025-12-19,USD/INR,89.69,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
328,2025-12-22,USD/INR,89.65,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
329,2025-12-23,USD/INR,89.56,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
330,2025-12-24,USD/INR,89.74,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
331,2025-12-29,USD/INR,89.9,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
332,2025-12-30,USD/INR,89.8,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
333,2025-12-31,USD/INR,89.87,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
334,2026-01-02,USD/INR,90.2,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
335,2026-01-05,USD/INR,90.29,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
336,2026-01-06,USD/INR,90.15,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
337,2026-01-07,USD/INR,89.85,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
338,2026-01-08,USD/INR,89.93,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
339,2026-01-09,USD/INR,90.22,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
340,2026-01-12,USD/INR,90.16,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
341,2026-01-13,USD/INR,90.23,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
342,2026-01-14,USD/INR,90.3,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
343,2026-01-15,USD/INR,90.3,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
344,2026-01-16,USD/INR,90.73,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
345,2026-01-19,USD/INR,90.88,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
346,2026-01-20,USD/INR,90.96,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
347,2026-01-21,USD/INR,91.64,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
348,2026-01-22,USD/INR,91.59,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
349,2026-01-23,USD/INR,91.86,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
350,2026-01-26,USD/INR,91.76,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
351,2026-01-27,USD/INR,91.62,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
352,2026-01-28,USD/INR,91.94,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
353,2026-01-29,USD/INR,91.92,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
354,2026-01-30,USD/INR,91.94,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
355,2026-02-02,USD/INR,91.57,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
356,2026-02-03,USD/INR,90.14,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
357,2026-02-04,USD/INR,90.41,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
358,2026-02-05,USD/INR,90.31,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
359,2026-02-06,USD/INR,90.66,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
360,2026-02-09,USD/INR,90.73,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
361,2026-02-10,USD/INR,90.54,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
362,2026-02-11,USD/INR,90.71,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
363,2026-02-12,USD/INR,90.58,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
364,2026-02-13,USD/INR,90.61,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
365,2026-02-16,USD/INR,90.73,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
366,2026-02-17,USD/INR,90.7,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
367,2026-02-18,USD/INR,90.69,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
368,2026-02-19,USD/INR,91.19,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
369,2026-02-20,USD/INR,90.95,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
370,2026-02-23,USD/INR,90.9,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
371,2026-02-24,USD/INR,90.93,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
372,2026-02-25,USD/INR,90.95,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
373,2026-02-26,USD/INR,90.93,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
374,2026-02-27,USD/INR,91.08,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
375,2026-03-02,USD/INR,91.74,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
376,2026-03-03,USD/INR,92.15,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
377,2026-03-04,USD/INR,92.09,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
378,2026-03-05,USD/INR,91.65,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
379,2026-03-06,USD/INR,91.83,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
380,2026-03-09,USD/INR,92.3,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
381,2026-03-10,USD/INR,91.96,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
382,2026-03-11,USD/INR,92.07,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
383,2026-03-12,USD/INR,92.21,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
384,2026-03-13,USD/INR,92.38,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
385,2026-03-16,USD/INR,92.25,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
386,2026-03-17,USD/INR,92.37,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
387,2026-03-18,USD/INR,92.9,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
388,2026-03-19,USD/INR,93.25,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
389,2026-03-20,USD/INR,93.62,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
390,2026-03-23,USD/INR,93.22,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
391,2026-03-24,USD/INR,93.85,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
392,2026-03-25,USD/INR,93.94,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
393,2026-03-26,USD/INR,94.12,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
394,2026-03-27,USD/INR,94.81,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
395,2026-03-30,USD/INR,94.71,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
396,2026-03-31,USD/INR,93.83,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
397,2026-04-01,USD/INR,93.43,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
398,2026-04-02,USD/INR,93.1,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
399,2026-04-07,USD/INR,93.01,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
400,2026-04-08,USD/INR,92.22,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
401,2026-04-09,USD/INR,92.66,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
402,2026-04-10,USD/INR,92.89,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
403,2026-04-13,USD/INR,93.33,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
404,2026-04-14,USD/INR,93.09,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
405,2026-04-15,USD/INR,93.44,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
406,2026-04-16,USD/INR,93.24,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
407,2026-04-17,USD/INR,92.82,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
408,2026-04-20,USD/INR,93.07,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
409,2026-04-21,USD/INR,93.51,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
410,2026-04-22,USD/INR,93.8,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
411,2026-04-23,USD/INR,94.11,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
412,2026-04-24,USD/INR,94.25,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
413,2026-04-27,USD/INR,94.2,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
414,2026-04-28,USD/INR,94.55,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
415,2026-04-29,USD/INR,94.85,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
416,2026-04-30,USD/INR,94.92,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
417,2026-05-04,USD/INR,95.09,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
418,2026-05-05,USD/INR,95.28,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
419,2026-05-06,USD/INR,94.62,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
420,2026-05-07,USD/INR,94.26,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
421,2026-05-08,USD/INR,94.49,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
422,2026-05-11,USD/INR,95.32,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
423,2026-05-12,USD/INR,95.64,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
424,2026-05-13,USD/INR,95.67,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
425,2026-05-14,USD/INR,95.77,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
426,2026-05-15,USD/INR,95.97,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
427,2026-05-18,USD/INR,96.35,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
428,2026-05-19,USD/INR,96.54,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
429,2026-05-20,USD/INR,96.83,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
430,2026-05-21,USD/INR,96.21,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
431,2026-05-22,USD/INR,95.7,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
432,2026-05-25,USD/INR,95.24,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
433,2026-05-26,USD/INR,95.69,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
434,2026-05-27,USD/INR,95.69,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
435,2026-05-28,USD/INR,95.7,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
436,2026-05-29,USD/INR,95.0,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
437,2026-06-01,USD/INR,94.99,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
438,2026-06-02,USD/INR,95.27,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
439,2026-06-03,USD/INR,95.71,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
440,2026-06-04,USD/INR,95.78,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
441,2026-06-05,USD/INR,94.95,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
442,2026-06-08,USD/INR,95.71,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
443,2026-06-09,USD/INR,95.35,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
444,2026-06-10,USD/INR,95.27,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
445,2026-06-11,USD/INR,95.76,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
446,2026-06-12,USD/INR,95.12,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
447,2026-06-15,USD/INR,94.72,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
448,2026-06-16,USD/INR,94.56,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
449,2026-06-17,USD/INR,94.53,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
450,2026-06-18,USD/INR,94.34,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
451,2026-06-19,USD/INR,94.33,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
452,2026-06-22,USD/INR,94.68,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
453,2026-06-23,USD/INR,94.74,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
454,2026-06-24,USD/INR,94.67,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
455,2026-06-25,USD/INR,94.39,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
456,2026-06-26,USD/INR,94.4,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
457,2026-06-29,USD/INR,94.55,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
458,2026-06-30,USD/INR,94.66,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
459,2026-07-01,USD/INR,95.25,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
460,2026-07-02,USD/INR,95.39,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
461,2026-07-03,USD/INR,95.21,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
462,2026-07-06,USD/INR,95.4,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
463,2026-07-07,USD/INR,94.97,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
464,2026-07-08,USD/INR,95.56,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
465,2026-07-09,USD/INR,95.39,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
466,2026-07-10,USD/INR,95.34,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
467,2026-07-13,USD/INR,95.62,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
468,2026-07-14,USD/INR,96.2,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
469,2026-07-15,USD/INR,96.26,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
470,2026-07-16,USD/INR,96.35,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
471,2026-07-17,USD/INR,96.28,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
472,2026-07-20,USD/INR,96.45,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
473,2026-07-21,USD/INR,96.23,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
474,2026-07-22,USD/INR,96.57,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
475,2026-07-23,USD/INR,96.59,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
476,2026-07-24,USD/INR,96.56,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
477,2026-07-27,USD/INR,95.92,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
478,2026-07-28,USD/INR,95.86,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
479,2026-07-29,USD/INR,95.65,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
480,2026-07-30,USD/INR,95.69,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
481,2026-07-31,USD/INR,95.39,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
482,2026-08-03,USD/INR,95.34,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
483,2026-08-04,USD/INR,95.38,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
484,2026-08-05,USD/INR,95.12,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
485,2026-08-06,USD/INR,95.23,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
486,2026-08-07,USD/INR,95.21,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
487,2026-08-10,USD/INR,95.3,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
488,2026-08-11,USD/INR,95.44,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
489,2026-08-12,USD/INR,95.34,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
490,2026-08-13,USD/INR,95.44,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
491,2026-08-14,USD/INR,95.43,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
492,2026-08-17,USD/INR,95.61,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
493,2026-08-18,USD/INR,95.69,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
494,2026-08-19,USD/INR,95.76,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
495,2026-08-20,USD/INR,95.71,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
496,2026-08-21,USD/INR,95.7,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
497,2026-08-24,USD/INR,95.76,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
498,2026-08-25,USD/INR,95.42,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
499,2026-08-26,USD/INR,95.42,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
500,2026-08-27,USD/INR,95.54,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
501,2026-08-28,USD/INR,95.39,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
502,2026-08-31,USD/INR,95.17,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
503,2026-09-01,USD/INR,94.95,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
504,2026-09-02,USD/INR,94.97,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
505,2026-09-03,USD/INR,94.49,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
506,2026-09-04,USD/INR,94.49,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
507,2026-09-07,USD/INR,94.49,REAL_VERIFIED,European Central Bank / RBI Reference Rate via Frankfurter API
